Time,DsOsieczow21-BbF(PM10)-24g,DsWrocWybCon-BbF(PM10)-24g,KpCiechTezni-BbF(PM10)-24g,KpZielBoryTu-BbF(PM10)-24g,LbLubSliwins-BbF(PM10)-24g,LdLodzLegion-BbF(PM10)-24g,LuZielKrotka-BbF(PM10)-24g,MpKrakBujaka-BbF(PM10)-24g,MzWarAKrzywo-BbF(PM10)-24g,OpOpoleOsAKr-BbF(PM10)-24g,PdBialWaszyn-BbF(PM10)-24g,PdSuwPulaski-BbF(PM10)-24g,PkJasloSikor-BbF(PM10)-24g,PmGdaLecz08m-BbF(PM10)-24g,PmKosTargo12-BbF(PM10)-24g,PmWejhPlWejh-BbF(PM10)-24g,SkKielJagiel-BbF(PM10)-24g,SlKatoKossut-BbF(PM10)-24g,WmOlsPuszkin-BbF(PM10)-24g,WmPuszczaBor-BbF(PM10)-24g,WpPilaKusoci-BbF(PM10)-24g,ZpSzczAndr01-BbF(PM10)-24g,PdSuwPulaskp-BbF(PM10)-24g,SkKielTargow-BbF(PM10)-24g,PkRzeszRejta-BbF(PM10)-24g,KpNaklWawrzy-BbF(PM10)-24g,PmGdaLeczk81-BbF(PM10)-24g,ZpSzczAndrze-BbF(PM10)-24g,PmGdaLeczkow-BbF(PM10)-24g,PdBialPPiech-BbF(PM10)-24g,WpPoznSzyman-BbF(PM10)-24g
2019-10-31T00:00:00,2.973,4.709,10.523064,0.59225,3.19,5.948208,1.45,3.45303,2.55592,4.147,1.399896,,5.4,2.2,9.5,,,6.74,1.39,0.94,,3.34,1.976942,12.98,,,,,,,
2019-11-01T00:00:00,2.973,4.709,10.523064,0.59225,3.19,5.948208,1.45,3.45303,2.55592,4.147,1.399896,,5.4,2.2,9.5,,,6.74,1.39,0.94,,3.34,1.976942,12.98,,,,,,,
2019-11-02T00:00:00,2.973,4.709,10.523064,0.59225,3.19,5.948208,1.45,3.45303,2.55592,4.147,1.399896,,5.4,2.2,9.5,,,6.74,1.39,0.94,,3.34,1.976942,12.98,,,,,,,
2019-11-03T00:00:00,2.973,4.709,10.523064,0.59225,3.19,5.948208,1.45,3.45303,2.55592,4.147,1.399896,,5.4,2.2,9.5,,,6.74,1.39,0.94,,3.34,1.976942,12.98,,,,,,,
2019-11-04T00:00:00,,3.678,2.882118,0.962387,1.11,2.228442,16.99,5.62581,2.00108,3.629,1.318615,,3.57,2.2,4.7,,,6.01,1.58,0.97,4.46,2.22,2.893466,6.79,,,,,,,
2019-11-05T00:00:00,,3.678,2.882118,0.962387,1.11,2.228442,16.99,5.62581,2.00108,3.629,1.318615,,3.57,2.2,4.7,,,6.01,1.58,0.97,4.46,2.22,2.893466,6.79,,,,,,,
2019-11-06T00:00:00,2.31,3.678,2.882118,0.962387,1.11,2.228442,16.99,5.62581,2.00108,3.629,1.318615,,3.57,2.2,4.7,,,6.01,1.58,0.97,4.46,2.22,2.893466,6.79,,,,,,,
2019-11-07T00:00:00,2.31,3.678,2.882118,0.962387,1.11,2.228442,16.99,5.62581,2.00108,3.629,1.318615,,3.57,2.2,4.7,,,6.01,1.58,0.97,4.46,2.22,2.893466,6.79,,,,,,,
2019-11-08T00:00:00,2.31,3.678,2.882118,0.962387,1.11,2.228442,16.99,5.62581,2.00108,3.629,1.318615,,3.57,2.2,4.7,,,6.01,1.58,0.97,4.46,2.22,2.893466,6.79,,,,,,,
2019-11-09T00:00:00,2.31,3.678,2.882118,0.962387,1.11,2.228442,16.99,5.62581,2.00108,3.629,1.318615,,3.57,2.2,4.7,,,6.01,1.58,0.97,4.46,2.22,2.893466,6.79,,,,,,,
2019-11-10T00:00:00,2.31,3.678,2.882118,0.962387,1.11,2.228442,16.99,5.62581,2.00108,3.629,1.318615,,3.57,2.2,4.7,,,6.01,1.58,0.97,4.46,2.22,2.893466,6.79,,,,,,,
2019-11-11T00:00:00,,2.969,2.768063,1.293888,2.15,3.304026,1.28,2.65418,1.57483,4.537,1.197676,,1.78,2.6,5.3,,,6.79,1.58,0.89,,2.32,2.999082,3.44,,,,,,,
2019-11-12T00:00:00,,2.969,2.768063,1.293888,2.15,3.304026,1.28,2.65418,1.57483,4.537,1.197676,,1.78,2.6,5.3,,,6.79,1.58,0.89,,2.32,2.999082,3.44,,,,,,,
2019-11-13T00:00:00,2.575,2.969,2.768063,1.293888,2.15,3.304026,1.28,2.65418,1.57483,4.537,1.197676,,1.78,2.6,5.3,,,6.79,1.58,0.89,,2.32,2.999082,3.44,,,,,,,
2019-11-14T00:00:00,2.575,2.969,2.768063,1.293888,2.15,3.304026,1.28,2.65418,1.57483,4.537,1.197676,,1.78,2.6,5.3,,,6.79,1.58,0.89,,2.32,2.999082,3.44,,,,,,,
2019-11-15T00:00:00,2.575,2.969,2.768063,1.293888,2.15,3.304026,1.28,2.65418,1.57483,4.537,1.197676,,1.78,2.6,5.3,,,6.79,1.58,0.89,,2.32,2.999082,3.44,,,,,,,
2019-11-16T00:00:00,2.575,2.969,2.768063,1.293888,2.15,3.304026,1.28,2.65418,1.57483,4.537,1.197676,,1.78,2.6,5.3,,,6.79,1.58,0.89,,2.32,2.999082,3.44,,,,,,,
2019-11-17T00:00:00,2.575,2.969,2.768063,1.293888,2.15,3.304026,1.28,2.65418,1.57483,4.537,1.197676,,1.78,2.6,5.3,,,6.79,1.58,0.89,,2.32,2.999082,3.44,,,,,,,
2019-11-18T00:00:00,4.143,4.726,2.239336,1.376468,1.9,1.823701,2.06,3.11215,1.29087,5.832,0.84519,,2.04,2.6,4.8,,,5.55,1.34,1.09,9.26,3.21,2.537151,2.74,,,,,,,
2019-11-19T00:00:00,4.143,4.726,2.239336,1.376468,1.9,1.823701,2.06,3.11215,1.29087,5.832,0.84519,,2.04,2.6,4.8,,,5.55,1.34,1.09,9.26,3.21,2.537151,2.74,,,,,,,
2019-11-20T00:00:00,4.143,,2.239336,1.376468,1.9,1.823701,2.06,3.11215,1.29087,5.832,0.84519,,2.04,2.6,4.8,,,5.55,1.34,1.09,9.26,3.21,2.537151,2.74,,,,,,,
2019-11-21T00:00:00,4.143,4.726,2.239336,1.376468,1.9,1.823701,2.06,3.11215,1.29087,5.832,0.84519,,2.04,,4.8,,,5.55,1.34,1.09,9.26,3.21,2.537151,2.74,,,,,,,
2019-11-22T00:00:00,4.143,4.726,2.239336,1.376468,1.9,1.823701,2.06,3.11215,1.29087,5.832,0.84519,,2.04,,4.8,,,5.55,1.34,1.09,9.26,3.21,2.537151,2.74,,,,,,,
2019-11-23T00:00:00,4.143,4.726,2.239336,1.376468,1.9,1.823701,2.06,3.11215,1.29087,5.832,0.84519,,2.04,,4.8,,,5.55,1.34,1.09,9.26,3.21,2.537151,2.74,,,,,,,
2019-11-24T00:00:00,4.143,4.726,2.239336,1.376468,1.9,1.823701,2.06,3.11215,1.29087,5.832,0.84519,,2.04,,4.8,,,5.55,1.34,1.09,9.26,3.21,2.537151,2.74,,,,,,,
2019-11-25T00:00:00,3.902,6.276,2.908057,1.860702,2.63,2.908377,2.79,4.395,2.59219,5.313,1.698093,,4.29,,3.5,,,5.13,1.74,1.4,,2.11,2.874412,6.4,,,,,,,
2019-11-26T00:00:00,3.902,6.276,2.908057,1.860702,2.63,2.908377,2.79,4.395,2.59219,5.313,1.698093,,4.29,,3.5,,,5.13,1.74,1.4,,2.11,2.874412,6.4,,,,,,,
2019-11-27T00:00:00,3.902,6.276,2.908057,1.860702,2.63,2.908377,2.79,4.395,2.59219,5.313,1.698093,,4.29,,3.5,,,5.13,1.74,1.4,,2.11,2.874412,6.4,,,,,,,
2019-11-28T00:00:00,3.902,6.276,2.908057,1.860702,2.63,2.908377,2.79,4.395,2.59219,5.313,1.698093,,4.29,,3.5,,,5.13,1.74,1.4,,2.11,2.874412,6.4,,,,,,,
2019-11-29T00:00:00,3.902,6.276,2.908057,1.860702,2.63,2.908377,2.79,4.395,2.59219,5.313,1.698093,,4.29,,3.5,,,5.13,1.74,1.4,,2.11,2.874412,6.4,,,,,,,
2019-11-30T00:00:00,3.902,6.276,2.908057,1.860702,2.63,2.908377,2.79,4.395,2.59219,5.313,1.698093,,4.29,,3.5,,,5.13,1.74,1.4,,2.11,2.874412,6.4,,,,,,,
2019-12-01T00:00:00,3.902,6.276,2.908057,1.860702,2.63,2.908377,2.79,4.395,2.59219,5.313,1.698093,,4.29,,3.5,,,5.13,1.74,1.4,,2.11,2.874412,6.4,,,,,,,
2019-12-02T00:00:00,2.528,3.74,3.986172,1.06247,4.04,5.16,4.3,4.99349,3.58773,3.629,3.914848,,3.66,,4.1,,,7.1,1.79,1.86,3.4,0.67,3.180596,20.03,,,,,,,
2019-12-03T00:00:00,2.528,3.74,3.986172,1.06247,4.04,5.16,4.3,4.99349,3.58773,3.629,3.914848,,3.66,,4.1,,,7.1,1.79,1.86,3.4,0.67,3.180596,20.03,,,,,,,
2019-12-04T00:00:00,2.528,3.74,3.986172,1.06247,4.04,5.16,4.3,4.99349,3.58773,3.629,3.914848,,3.66,,4.1,,,7.1,1.79,,3.4,0.67,3.180596,20.03,,,,,,,
2019-12-05T00:00:00,2.528,3.74,3.986172,1.06247,4.04,5.16,4.3,4.99349,3.58773,3.629,3.914848,,3.66,,4.1,,,7.1,1.79,1.86,3.4,0.67,3.180596,20.03,,,,,,,
2019-12-06T00:00:00,2.528,3.74,3.986172,1.06247,4.04,5.16,4.3,4.99349,3.58773,3.629,3.914848,,3.66,,4.1,,,7.1,1.79,1.86,3.4,0.67,3.180596,20.03,,,,,,,
2019-12-07T00:00:00,2.528,3.74,3.986172,1.06247,4.04,5.16,4.3,4.99349,3.58773,3.629,3.914848,,3.66,,4.1,,,7.1,1.79,1.86,3.4,0.67,3.180596,20.03,,,,,,,
2019-12-08T00:00:00,2.528,3.74,3.986172,1.06247,4.04,5.16,4.3,4.99349,3.58773,3.629,3.914848,,3.66,,4.1,,,7.1,1.79,1.86,3.4,0.67,3.180596,20.03,,,,,,,
2019-12-09T00:00:00,4.626,4.725,5.831672,1.69318,2.59,7.8,10.54,4.68384,3.21437,5.508,2.136254,,3.41,,6.1,,,12.29,2.29,1.41,,1.18,3.989925,7.39,,,,,,,
2019-12-10T00:00:00,4.626,4.725,5.831672,1.69318,2.59,7.8,10.54,4.68384,3.21437,5.508,2.136254,,3.41,,6.1,,,12.29,2.29,1.41,,1.18,3.989925,7.39,,,,,,,
2019-12-11T00:00:00,4.626,4.725,5.831672,1.69318,2.59,7.8,10.54,4.68384,3.21437,5.508,2.136254,,3.41,,6.1,,,12.29,2.29,1.41,,1.18,3.989925,7.39,,,,,,,
2019-12-12T00:00:00,4.626,4.725,5.831672,1.69318,2.59,7.8,10.54,4.68384,3.21437,5.508,2.136254,,3.41,,6.1,,,12.29,2.29,1.41,,1.18,3.989925,7.39,,,,,,,
2019-12-13T00:00:00,4.626,4.725,5.831672,1.69318,2.59,7.8,10.54,4.68384,3.21437,5.508,2.136254,,3.41,,6.1,,,12.29,2.29,1.41,,,3.989925,7.39,,,,,,,
2019-12-14T00:00:00,4.626,4.725,5.831672,1.69318,2.59,7.8,10.54,4.68384,3.21437,5.508,2.136254,,3.41,,6.1,,,12.29,2.29,1.41,,,3.989925,7.39,,,,,,,
2019-12-15T00:00:00,4.626,4.725,5.831672,1.69318,2.59,7.8,10.54,4.68384,3.21437,5.508,2.136254,,3.41,,6.1,,,12.29,2.29,1.41,,1.18,3.989925,7.39,,,,,,,
2019-12-16T00:00:00,5.715,7.373,5.717648,2.57147,3.97,6.76,17.1,5.74551,4.30671,5.508,2.281312,,2.33,4.1,8.6,,,11.97,2.92,2.52,4.54,3.04,4.633371,10.65,,,,,,,
2019-12-17T00:00:00,5.715,7.373,5.717648,2.57147,3.97,6.76,17.1,5.74551,4.30671,5.508,2.281312,,2.33,4.1,8.6,,,11.97,2.92,2.52,4.54,3.04,4.633371,10.65,,,,,,,
2019-12-18T00:00:00,5.715,7.373,5.717648,2.57147,3.97,6.76,17.1,5.74551,4.30671,5.508,2.281312,,2.33,4.1,8.6,,,11.97,2.92,2.52,4.54,3.04,4.633371,10.65,,,,,,,
2019-12-19T00:00:00,5.715,7.373,5.717648,2.57147,3.97,6.76,17.1,5.74551,,5.508,2.281312,,2.33,4.1,8.6,,,11.97,2.92,2.52,4.54,3.04,4.633371,10.65,,,,,,,
2019-12-20T00:00:00,5.715,7.373,5.717648,2.57147,3.97,6.76,17.1,5.74551,4.30671,5.508,2.281312,,2.33,4.1,8.6,,,11.97,2.92,2.52,4.54,3.04,4.633371,10.65,,,,,,,
2019-12-21T00:00:00,5.715,7.373,5.717648,2.57147,3.97,6.76,17.1,5.74551,4.30671,5.508,2.281312,,2.33,4.1,8.6,,,11.97,2.92,2.52,4.54,3.04,4.633371,10.65,,,,,,,
2019-12-22T00:00:00,5.715,7.373,5.717648,2.57147,3.97,6.76,17.1,5.74551,4.30671,5.508,2.281312,,2.33,4.1,8.6,,,11.97,2.92,2.52,4.54,3.04,4.633371,10.65,,,,,,,
2019-12-23T00:00:00,1.373,2.052,2.498556,0.854539,1.68,5.24,12.61,4.19984,1.92863,2.722,2.084268,,2.35,1.8,7.1,,,4.25,0.85,0.5,,1.96,1.80553,5.81,,,,,,,
2019-12-24T00:00:00,1.373,2.052,2.498556,0.854539,1.68,5.24,12.61,4.19984,1.92863,2.722,2.084268,,2.35,1.8,7.1,,,4.25,0.85,0.5,,1.96,1.80553,5.81,,,,,,,
2019-12-25T00:00:00,1.373,2.052,2.498556,0.854539,1.68,5.24,12.61,4.19984,1.92863,2.722,2.084268,,2.35,1.8,7.1,,,4.25,0.85,0.5,,1.96,1.80553,5.81,,,,,,,
2019-12-26T00:00:00,1.373,2.052,2.498556,0.854539,1.68,5.24,12.61,4.19984,1.92863,2.722,2.084268,,2.35,1.8,7.1,,,4.25,0.85,0.5,,1.96,1.80553,5.81,,,,,,,
2019-12-27T00:00:00,1.373,2.052,2.498556,0.854539,1.68,5.24,12.61,4.19984,1.92863,2.722,2.084268,,2.35,1.8,7.1,,,4.25,0.85,0.5,,1.96,1.80553,5.81,,,,,,,
2019-12-28T00:00:00,1.373,2.052,2.498556,0.854539,1.68,5.24,12.61,4.19984,1.92863,2.722,2.084268,,2.35,1.8,7.1,,,4.25,0.85,0.5,,1.96,1.80553,5.81,,,,,,,
2019-12-29T00:00:00,1.373,2.052,2.498556,0.854539,1.68,5.24,12.61,4.19984,1.92863,2.722,2.084268,,2.35,1.8,7.1,,,4.25,0.85,0.5,,1.96,1.80553,5.81,,,,,,,
2019-12-30T00:00:00,,,3.825301,1.382353,4.2,5.92526,2.74,6.17226,3.11063,6.183,,,,2.1,6.1,,,8.81,2.05,1.51,,,,,,,,,,,
2019-12-31T00:00:00,,,3.825301,1.382353,4.2,5.92526,2.74,6.17226,3.11063,6.183,,,,2.1,6.1,,,8.81,2.05,1.51,,,,,,,,,,,
2020-01-01T00:00:00,2.674,8.399,3.825301,1.382353,4.2,5.92526,2.74,6.17226,3.11063,6.183,,,,2.1,,,,8.81,2.05,1.51,4.2,0.99,,15.07,2.86,,,,,,
2020-01-02T00:00:00,2.674,8.399,3.825301,1.382353,4.2,5.92526,2.74,6.17226,3.11063,6.183,,,,2.1,,,,8.81,2.05,1.51,4.2,0.99,,15.07,2.86,,,,,,
2020-01-03T00:00:00,2.674,8.399,3.825301,1.382353,4.2,5.92526,2.74,6.17226,3.11063,6.183,,,,2.1,,,,8.81,2.05,1.51,4.2,0.99,,15.07,2.86,,,,,,
2020-01-04T00:00:00,2.674,8.399,3.825301,1.382353,4.2,5.92526,2.74,6.17226,3.11063,6.183,,,,2.1,,,,8.81,2.05,1.51,4.2,0.99,,15.07,2.86,,,,,,
2020-01-05T00:00:00,2.674,8.399,3.825301,1.382353,4.2,5.92526,2.74,6.17226,3.11063,6.183,,,,2.1,,,,8.81,2.05,1.51,4.2,0.99,,15.07,2.86,,,,,,
2020-01-06T00:00:00,1.134,3.365,3.876853,0.913492,5.65,6.365909,8.64,5.53994,3.13678,4.86,4.226367,,,2.1,,,,6.76,1.38,2.39,4.2,0.66,,11.16,3.34,,,,,,
2020-01-07T00:00:00,1.134,3.365,3.876853,0.913492,5.65,6.365909,8.64,5.53994,3.13678,4.86,4.226367,,,2.1,,,,6.76,1.38,2.39,6.12,0.66,,11.16,3.34,,,,,,
2020-01-08T00:00:00,1.134,3.365,3.876853,0.913492,5.65,6.365909,8.64,5.53994,3.13678,4.86,4.226367,,,2.1,,,,6.76,1.38,2.39,6.12,0.66,,11.16,3.34,,,,,,
2020-01-09T00:00:00,1.134,3.365,3.876853,0.913492,5.65,6.365909,8.64,5.53994,3.13678,4.86,4.226367,,,2.1,,,,6.76,1.38,2.39,6.12,0.66,,11.16,3.34,,,,,,
2020-01-10T00:00:00,1.134,3.365,3.876853,0.913492,5.65,6.365909,8.64,5.53994,3.13678,4.86,4.226367,,,2.1,,,,6.76,1.38,2.39,6.12,0.66,,11.16,3.34,,,,,,
2020-01-11T00:00:00,1.134,3.365,3.876853,0.913492,5.65,6.365909,8.64,5.53994,3.13678,4.86,4.226367,,,2.1,,,,6.76,1.38,2.39,6.12,0.66,,11.16,3.34,,,,,,
2020-01-12T00:00:00,1.134,3.365,3.876853,0.913492,5.65,6.365909,8.64,5.53994,3.13678,4.86,4.226367,,,2.1,,,,6.76,1.38,2.39,6.12,0.66,,11.16,3.34,,,,,,
2020-01-13T00:00:00,3.477,7.956,5.764227,2.601879,5.96,8.450909,11.22,9.28962,4.37063,9.072,3.67469,,,3.3,,,,11.25,2.2,2.65,5.58,1.52,,12.74,5.3,,,,,,
2020-01-14T00:00:00,3.477,7.956,5.764227,2.601879,5.96,8.450909,11.22,9.28962,4.37063,9.072,3.67469,,,3.3,,,,11.25,2.2,2.65,5.58,1.52,,12.74,5.3,,,,,,
2020-01-15T00:00:00,3.477,7.956,5.764227,2.601879,5.96,8.450909,11.22,9.28962,4.37063,9.072,3.67469,,,3.3,,,,11.25,2.2,2.65,5.58,1.52,,12.74,5.3,,,,,,
2020-01-16T00:00:00,3.477,7.956,5.764227,2.601879,5.96,8.450909,11.22,9.28962,4.37063,9.072,3.67469,,,3.3,,,,11.25,2.2,2.65,5.58,1.52,,12.74,5.3,,,,,,
2020-01-17T00:00:00,3.477,7.956,5.764227,2.601879,5.96,8.450909,11.22,9.28962,4.37063,9.072,3.67469,,,3.3,,,,11.25,2.2,2.65,5.58,1.52,,12.74,5.3,,,,,,
2020-01-18T00:00:00,3.477,7.956,5.764227,2.601879,5.96,8.450909,11.22,9.28962,4.37063,9.072,3.67469,,,3.3,,,,11.25,2.2,2.65,5.58,1.52,,12.74,5.3,,,,,,
2020-01-19T00:00:00,3.477,7.956,5.764227,2.601879,5.96,8.450909,11.22,9.28962,4.37063,9.072,3.67469,,,3.3,,,,11.25,2.2,2.65,2.59,1.52,,12.74,5.3,,,,,,
2020-01-20T00:00:00,5.817,9.228,3.166853,0.795684,4.27,5.677338,12.66,5.605,3.13662,8.748,2.183166,,,1.2,,,,7.16,0.97,0.67,2.59,0.75,,10.94,3.75,,,,,,
2020-01-21T00:00:00,5.817,,3.166853,0.795684,4.27,5.677338,12.66,5.605,3.13662,8.748,2.183166,,,1.2,,,,7.16,0.97,0.67,2.59,0.75,,10.94,3.75,,,,,,
2020-01-22T00:00:00,5.817,9.228,3.166853,0.795684,4.27,5.677338,12.66,5.605,3.13662,8.748,2.183166,,,1.2,,,,7.16,0.97,0.67,2.59,0.75,,10.94,3.75,,,,,,
2020-01-23T00:00:00,5.817,9.228,3.166853,0.795684,4.27,5.677338,12.66,5.605,3.13662,8.748,2.183166,,,1.2,,,,7.16,0.97,0.67,2.59,0.75,,10.94,3.75,,,,,,
2020-01-24T00:00:00,5.817,9.228,3.166853,0.795684,4.27,5.677338,12.66,5.605,3.13662,8.748,2.183166,,,1.2,,,,7.16,0.97,0.67,2.59,0.75,,10.94,3.75,,,,,,
2020-01-25T00:00:00,5.817,9.228,3.166853,0.795684,4.27,5.677338,12.66,5.605,3.13662,8.748,2.183166,,,1.2,,,,7.16,0.97,0.67,2.26,0.75,,10.94,3.75,,,,,,
2020-01-26T00:00:00,5.817,9.228,3.166853,0.795684,4.27,5.677338,12.66,5.605,3.13662,8.748,2.183166,,,1.2,,,,7.16,0.97,0.67,2.26,0.75,,10.94,3.75,,,,,,
2020-01-27T00:00:00,0.854,3.511,3.721731,1.209912,3.87,6.306234,14.44,4.2675,2.6804,3.077,3.298595,,,0.067,,,,5.96,1.06,1.92,2.26,0.61,,10.62,2.23,,,,,,
2020-01-28T00:00:00,0.854,3.511,3.721731,1.209912,3.87,6.306234,14.44,4.2675,2.6804,3.077,3.298595,,,,,,,5.96,1.06,1.92,2.26,0.61,,10.62,2.23,,,,,,
2020-01-29T00:00:00,0.854,3.511,3.721731,1.209912,3.87,6.306234,14.44,4.2675,2.6804,3.077,3.298595,,,,,,,5.96,1.06,1.92,2.26,0.61,,10.62,2.23,,,,,,
2020-01-30T00:00:00,0.854,3.511,3.721731,1.209912,3.87,6.306234,14.44,4.2675,2.6804,3.077,3.298595,,,0.067,,,,5.96,1.06,1.92,2.26,0.61,,10.62,2.23,,,,,,
2020-01-31T00:00:00,0.854,3.511,3.721731,1.209912,3.87,,14.44,4.2675,2.6804,3.077,3.298595,,,0.067,,,,5.96,1.06,1.92,2.26,0.61,,10.62,2.23,,,,,,
2020-02-01T00:00:00,0.854,3.511,3.721731,1.209912,3.87,6.306234,14.44,4.2675,2.6804,3.077,3.298595,,,0.067,,,,5.96,1.06,1.92,1.44,0.61,,10.62,2.23,,,,,,
2020-02-02T00:00:00,0.854,3.511,3.721731,1.209912,3.87,6.306234,14.44,4.2675,2.6804,3.077,3.298595,,,0.067,,,,5.96,1.06,,1.44,0.61,,10.62,2.23,,,,,,
2020-02-03T00:00:00,1.345,,3.53018,1.480624,2.82,,6.08,3.49467,,2.592,2.923148,,,2.7,,,,8.71,1.02,1.61,1.44,0.69,,11.53,3.43,,,,,,
2020-02-04T00:00:00,1.345,12.266,3.53018,1.480624,2.82,3.004,6.08,3.49467,3.32655,2.592,2.923148,,,2.7,,,,8.71,1.02,1.61,1.44,0.69,,11.53,3.43,,,,,,
2020-02-05T00:00:00,1.345,12.266,3.53018,1.480624,2.82,3.004,6.08,3.49467,3.32655,2.592,2.923148,,,2.7,,,,8.71,1.02,1.61,1.44,0.69,,11.53,3.43,,,,,,
2020-02-06T00:00:00,1.345,12.266,3.53018,1.480624,2.82,3.004,6.08,3.49467,3.32655,2.592,2.923148,,,2.7,,,,8.71,1.02,1.61,1.44,0.69,,11.53,3.43,,,,,,
2020-02-07T00:00:00,1.345,12.266,3.53018,1.480624,2.82,3.004,6.08,3.49467,3.32655,2.592,2.923148,,,2.7,,,,8.71,1.02,1.61,1.44,0.69,,11.53,3.43,,,,,,
2020-02-08T00:00:00,1.345,12.266,3.53018,1.480624,2.82,,6.08,3.49467,3.32655,2.592,2.923148,,,2.7,,,,8.71,1.02,1.61,1.44,0.69,,11.53,3.43,,,,,,
2020-02-09T00:00:00,1.345,12.266,3.53018,1.480624,2.82,3.004,6.08,3.49467,3.32655,2.592,2.923148,,,2.7,,,,8.71,1.02,1.61,3.72,0.69,,11.53,3.43,,,,,,
2020-02-10T00:00:00,0.728,1.09,3.135787,1.257829,1.86,2.909,1.79,2.04007,3.39056,1.441,2.193264,,,3.1,,,,5.39,1.21,1.44,3.72,1.04,,4.95,1.57,,,,,,
2020-02-11T00:00:00,0.728,1.09,3.135787,1.257829,1.86,2.909,1.79,2.04007,3.39056,1.441,2.193264,,,3.1,,,,5.39,1.21,1.44,3.72,1.04,,4.95,1.57,,,,,,
2020-02-12T00:00:00,0.728,1.09,3.135787,1.257829,1.86,2.909,1.79,2.04007,3.39056,1.441,2.193264,,,3.1,,,,5.39,1.21,1.44,3.72,1.04,,4.95,1.57,,,,,,
2020-02-13T00:00:00,0.728,1.09,3.135787,1.257829,1.86,2.909,1.79,2.04007,3.39056,1.441,2.193264,,,3.1,,,,5.39,1.21,1.44,3.72,1.04,,4.95,1.57,,,,,,
2020-02-14T00:00:00,0.728,1.09,3.135787,1.257829,1.86,2.909,1.79,2.04007,3.39056,1.441,2.193264,,,3.1,,,,5.39,1.21,1.44,3.72,1.04,,4.95,1.57,,,,,,
2020-02-15T00:00:00,0.728,1.09,3.135787,1.257829,1.86,2.909,1.79,2.04007,3.39056,1.441,2.193264,,,3.1,,,,5.39,1.21,1.44,3.72,1.04,,4.95,1.57,,,,,,
2020-02-16T00:00:00,0.728,1.09,3.135787,1.257829,1.86,2.909,1.79,2.04007,3.39056,1.441,2.193264,,,3.1,,,,5.39,1.21,1.44,1.9,1.04,,4.95,1.57,,,,,,
2020-02-17T00:00:00,0.253,0.802,1.700037,0.845902,2.03,2.462,13.01,1.8319,,1.783,1.796472,,,0.88,,,,5.24,1.15,1.07,1.9,0.26,,5.64,2.34,,,,,,
2020-02-18T00:00:00,0.253,0.802,1.700037,0.845902,2.03,2.462,13.01,1.8319,,1.783,1.796472,,,0.88,,,,5.24,1.15,1.07,1.9,0.26,,5.64,2.34,,,,,,
2020-02-19T00:00:00,0.253,,1.700037,0.845902,2.03,2.462,13.01,1.8319,,1.783,1.796472,,,0.88,,,,5.24,1.15,1.07,1.9,0.26,,5.64,2.34,,,,,,
2020-02-20T00:00:00,0.253,,1.700037,0.845902,2.03,2.462,13.01,1.8319,,1.783,1.796472,,,0.88,,,,5.24,1.15,1.07,1.9,0.26,,5.64,2.34,,,,,,
2020-02-21T00:00:00,0.253,0.802,1.700037,0.845902,2.03,2.462,13.01,1.8319,,1.783,1.796472,,,0.88,,,,5.24,1.15,1.07,1.9,0.26,,5.64,2.34,,,,,,
2020-02-22T00:00:00,0.253,0.802,1.700037,0.845902,2.03,2.462,13.01,1.8319,,1.783,1.796472,,,0.88,,,,5.24,1.15,1.07,1.9,0.26,,5.64,2.34,,,,,,
2020-02-23T00:00:00,0.253,0.802,1.700037,0.845902,2.03,2.462,13.01,1.8319,,1.783,1.796472,,,0.88,,,,5.24,1.15,1.07,0.555,0.26,,5.64,2.34,,,,,,
2020-02-24T00:00:00,0.512,1.431,2.742112,0.556463,1.96,2.543,2.06,1.74863,,2.268,6.815118,,,1.5,,,,4.72,1.37,1.18,0.555,0.59,,5.93,1.9,,,,,,
2020-02-25T00:00:00,0.512,1.431,2.742112,0.556463,1.96,2.543,2.06,1.74863,2.06259,2.268,6.815118,,,1.5,,,,4.72,1.37,1.18,0.555,0.59,,5.93,1.9,,,,,,
2020-02-26T00:00:00,0.512,1.431,2.742112,0.556463,1.96,2.543,2.06,1.74863,2.06259,2.268,6.815118,,,1.5,,,,4.72,1.37,1.18,0.555,0.59,,5.93,,,,,,,
2020-02-27T00:00:00,0.512,1.431,2.742112,0.556463,1.96,2.543,2.06,1.74863,2.06259,2.268,6.815118,,,1.5,,,,4.72,1.37,1.18,0.555,0.59,,5.93,1.9,,,,,,
2020-02-28T00:00:00,0.512,1.431,2.742112,0.556463,1.96,2.543,2.06,1.74863,2.06259,2.268,6.815118,,,1.5,,,,4.72,1.37,1.18,0.555,0.59,,5.93,1.9,,,,,,
2020-02-29T00:00:00,0.512,1.431,2.742112,0.556463,1.96,2.543,2.06,1.74863,2.06259,2.268,6.815118,,,1.5,,,,4.72,1.37,1.18,0.555,0.59,,5.93,1.9,,,,,,
2020-03-01T00:00:00,0.512,1.431,2.742112,0.556463,1.96,2.543,2.06,1.74863,2.06259,2.268,6.815118,,,1.5,,,,4.72,1.37,1.18,2.49,0.59,,5.93,1.9,,,,,,
2020-03-02T00:00:00,2.27,3.346,3.151353,1.603212,2.39,3.47,2.05,2.46422,2.41,3.564,7.512677,,,2.3,,,,6.17,1.88,1.33,2.49,1.87,,8.15,2.12,,,,,,
