Time,LbBiaPodOrze-C6H6-24g,MpKrakBujaka-C6H6-24g,MpTarRoSitko-C6H6-24g,PdBialWaszyn-C6H6-24g,PmLebMalcz16-C6H6-24g,PmLinieKos17-C6H6-24g,PmMalMicki15-C6H6-24g
2017-01-01T00:00:00,,,,,3.0,1.5,1.6
2017-01-02T00:00:00,,,7.0,,3.1,0.9,2.3
2017-01-03T00:00:00,,,,,4.3,1.9,1.7
2017-01-04T00:00:00,,1.2,1.5,,1.5,1.1,1.4
2017-01-05T00:00:00,,1.48,,,2.0,0.9,3.1
2017-01-06T00:00:00,,5.68,,,12.6,13.9,4.9
2017-01-07T00:00:00,,15.7,1.7,,6.7,3.0,4.0
2017-01-08T00:00:00,,,,,7.1,3.1,5.7
2017-01-09T00:00:00,,,,,9.4,4.7,5.6
2017-01-10T00:00:00,6.37,,7.5,,7.5,5.4,6.8
2017-01-11T00:00:00,9.39,15.47,,,5.8,4.0,3.6
2017-01-12T00:00:00,4.35,,7.3,,3.2,1.8,2.1
2017-01-13T00:00:00,3.76,2.41,,,9.5,3.4,3.4
2017-01-14T00:00:00,3.49,,,,5.2,1.9,3.2
2017-01-15T00:00:00,4.02,,7.4,,6.6,2.3,3.0
2017-01-16T00:00:00,8.03,5.48,,,8.1,2.4,6.1
2017-01-17T00:00:00,7.31,,,,22.9,7.1,7.9
2017-01-18T00:00:00,,2.41,7.9,,6.9,4.1,5.9
2017-01-19T00:00:00,,,,,6.4,1.8,3.5
2017-01-20T00:00:00,,7.59,4.9,,5.8,4.4,3.3
2017-01-21T00:00:00,,7.87,,,6.7,1.6,4.0
2017-01-22T00:00:00,,,,,6.9,3.6,4.2
2017-01-23T00:00:00,,,6.3,,5.8,3.5,5.9
2017-01-24T00:00:00,6.23,5.83,,,5.4,2.1,5.2
2017-01-25T00:00:00,3.87,,,0.26,5.6,3.0,4.8
2017-01-26T00:00:00,7.22,16.62,5.5,0.26,7.9,2.5,5.5
2017-01-27T00:00:00,8.76,,,0.26,17.6,8.7,11.8
2017-01-28T00:00:00,6.55,,,0.26,9.3,7.5,8.9
2017-01-29T00:00:00,2.45,,,0.26,7.5,6.9,8.8
2017-01-30T00:00:00,3.1,30.19,6.7,0.26,10.2,7.4,9.7
2017-01-31T00:00:00,3.41,14.45,,0.26,7.8,6.3,9.2
2017-02-01T00:00:00,,20.74,4.1,,9.5,4.5,5.6
2017-02-02T00:00:00,,21.05,,,10.5,5.8,7.7
2017-02-03T00:00:00,,,3.8,,7.8,2.5,5.1
2017-02-04T00:00:00,,,,,6.8,3.3,3.6
2017-02-05T00:00:00,,,,,5.0,2.9,5.1
2017-02-06T00:00:00,,,3.5,,4.0,1.9,4.3
2017-02-07T00:00:00,2.25,1.02,,,4.8,1.9,3.8
2017-02-08T00:00:00,2.56,3.28,,,5.0,2.0,4.1
2017-02-09T00:00:00,3.2,4.17,3.7,,6.3,2.4,5.6
2017-02-10T00:00:00,3.5,,,,7.9,2.8,5.0
2017-02-11T00:00:00,3.24,,,,4.4,2.0,6.2
2017-02-12T00:00:00,2.1,,3.2,,5.7,2.1,2.7
2017-02-13T00:00:00,4.77,,,,6.9,2.8,4.5
2017-02-14T00:00:00,5.08,,6.3,,7.9,4.4,7.5
2017-02-15T00:00:00,,8.15,,,13.2,6.4,8.6
2017-02-16T00:00:00,,5.46,12.0,,8.9,4.6,7.5
2017-02-17T00:00:00,,4.18,,,5.3,1.4,4.8
2017-02-18T00:00:00,,3.79,,,3.9,1.5,3.5
2017-02-19T00:00:00,,,,,3.9,1.9,2.7
2017-02-20T00:00:00,,,10.9,,2.0,0.8,1.7
2017-02-21T00:00:00,2.41,,,,1.8,0.9,1.7
2017-02-22T00:00:00,1.62,0.19,2.3,,2.3,0.8,1.8
2017-02-23T00:00:00,1.17,0.74,,,4.5,1.1,2.0
2017-02-24T00:00:00,1.12,0.67,2.2,,8.2,1.4,2.1
2017-02-25T00:00:00,1.68,1.42,,,4.8,1.6,2.4
2017-02-26T00:00:00,2.09,,,,4.3,1.5,1.9
2017-02-27T00:00:00,3.13,0.93,1.4,,5.1,2.9,3.1
2017-02-28T00:00:00,2.33,,,,6.0,3.4,3.4
2017-03-01T00:00:00,,1.11,,,5.7,2.4,2.7
2017-03-02T00:00:00,,0.57,1.3,,4.3,1.4,2.5
2017-03-03T00:00:00,,,,,5.4,7.0,2.2
2017-03-04T00:00:00,,0.58,,,7.0,3.4,2.6
2017-03-05T00:00:00,,,2.0,,8.3,2.6,5.2
2017-03-06T00:00:00,,2.19,,,3.5,1.5,4.4
2017-03-07T00:00:00,1.39,1.71,2.7,,5.5,1.4,3.1
2017-03-08T00:00:00,0.94,2.69,,0.98,6.8,2.5,2.7
2017-03-09T00:00:00,0.91,2.59,,0.98,7.3,3.3,2.7
2017-03-10T00:00:00,1.54,,1.4,0.98,8.5,1.6,5.9
2017-03-11T00:00:00,1.96,,,0.98,7.8,1.5,3.7
2017-03-12T00:00:00,1.23,,,0.98,5.8,1.3,2.6
2017-03-13T00:00:00,2.15,,2.6,0.98,8.5,3.1,3.6
2017-03-14T00:00:00,3.12,,,0.98,4.2,4.5,5.5
2017-03-15T00:00:00,,,3.1,,1.6,0.7,1.1
2017-03-16T00:00:00,,,,,4.3,1.6,2.3
2017-03-17T00:00:00,,0.2,,,2.8,1.8,2.0
2017-03-18T00:00:00,,0.93,3.0,,3.0,1.6,1.4
2017-03-19T00:00:00,,1.06,,,2.7,1.6,2.3
2017-03-20T00:00:00,,1.92,,,3.8,1.3,2.5
2017-03-21T00:00:00,3.7,,4.6,,3.5,1.1,1.7
2017-03-22T00:00:00,3.1,,,,6.6,2.2,3.2
2017-03-23T00:00:00,2.9,,2.8,,5.0,1.2,3.0
2017-03-24T00:00:00,2.2,,,,6.8,1.5,2.8
2017-03-25T00:00:00,2.7,1.2,,,6.3,2.0,2.4
2017-03-26T00:00:00,3.1,,,,3.8,1.0,2.6
2017-03-27T00:00:00,2.0,,2.2,,2.8,0.9,1.6
2017-03-28T00:00:00,1.8,,,,4.1,4.1,1.6
2017-03-29T00:00:00,,,,,2.3,1.2,1.8
2017-03-30T00:00:00,,,2.0,,3.4,2.3,1.5
2017-03-31T00:00:00,,0.2,,,2.9,1.8,2.8
2017-04-01T00:00:00,,1.48,2.7,,3.8,1.9,2.5
2017-04-02T00:00:00,,,,,2.4,1.6,2.2
2017-04-03T00:00:00,,,,,2.1,1.4,1.6
2017-04-04T00:00:00,,,1.6,,3.1,2.1,1.8
2017-04-05T00:00:00,,,,,2.7,1.0,1.2
2017-04-06T00:00:00,,,1.3,,1.6,0.8,1.5
2017-04-07T00:00:00,,,,,3.1,0.8,1.8
2017-04-08T00:00:00,,,,,2.4,1.0,1.3
2017-04-09T00:00:00,,,1.2,,3.6,0.9,1.9
2017-04-10T00:00:00,,,,,1.5,0.6,1.1
2017-04-11T00:00:00,0.8,,1.1,,1.6,1.0,1.5
2017-04-12T00:00:00,0.7,,,,2.1,0.9,1.3
2017-04-13T00:00:00,1.0,,1.1,,1.8,0.7,1.9
2017-04-14T00:00:00,1.0,2.32,,,1.7,1.4,1.5
2017-04-15T00:00:00,1.0,0.2,,,2.9,1.5,1.4
2017-04-16T00:00:00,1.0,,,,2.5,0.9,2.2
2017-04-17T00:00:00,0.5,,,,,0.7,1.5
2017-04-18T00:00:00,0.5,,1.0,,2.8,0.7,1.8
2017-04-19T00:00:00,,0.65,,0.26,5.9,0.9,2.4
2017-04-20T00:00:00,,,,0.26,3.9,0.8,2.1
2017-04-21T00:00:00,,0.93,1.4,0.26,1.9,0.7,1.2
2017-04-22T00:00:00,,0.83,,0.26,2.3,0.7,1.3
2017-04-23T00:00:00,,0.93,,0.26,2.0,0.9,1.5
2017-04-24T00:00:00,,0.74,1.2,0.26,2.6,1.4,1.4
2017-04-25T00:00:00,,,,0.26,3.7,1.5,2.0
2017-04-26T00:00:00,,,1.5,,4.0,0.9,1.9
2017-04-27T00:00:00,1.8,1.3,,,4.5,1.0,3.4
2017-04-28T00:00:00,1.5,1.85,1.2,,2.7,0.9,2.2
2017-04-29T00:00:00,0.2,2.78,,,2.4,0.8,1.5
2017-04-30T00:00:00,2.7,,,,2.3,0.7,1.6
2017-05-01T00:00:00,1.1,,1.4,,1.7,0.8,1.5
2017-05-02T00:00:00,0.8,,,,1.1,0.8,1.9
2017-05-03T00:00:00,1.0,,,,1.0,,1.5
2017-05-04T00:00:00,1.0,2.4,1.9,,1.0,0.6,1.8
2017-05-05T00:00:00,,,,,0.9,1.4,1.8
2017-05-06T00:00:00,,1.9,,,0.9,1.2,1.4
2017-05-07T00:00:00,,0.6,0.38,,1.0,0.6,1.4
2017-05-08T00:00:00,,,,,1.1,0.25,1.2
2017-05-09T00:00:00,0.2,,0.38,,1.9,0.9,1.7
2017-05-10T00:00:00,0.2,1.1,,,3.3,1.3,1.3
2017-05-11T00:00:00,0.2,0.9,,,2.4,0.8,1.4
2017-05-12T00:00:00,0.2,0.7,0.38,,1.7,0.7,1.3
2017-05-13T00:00:00,0.7,1.9,,,1.7,0.9,1.6
2017-05-14T00:00:00,0.78,,,,1.5,0.7,1.2
2017-05-15T00:00:00,0.66,,1.0,,0.9,0.25,1.2
2017-05-16T00:00:00,0.95,,,,1.7,0.8,1.1
2017-05-17T00:00:00,,0.6,1.6,,1.6,0.8,0.8
2017-05-18T00:00:00,,0.6,,,1.2,0.7,0.7
2017-05-19T00:00:00,,0.7,,,1.4,0.7,0.7
2017-05-20T00:00:00,,0.4,1.7,,0.7,0.25,0.7
2017-05-21T00:00:00,,,,,0.7,0.25,0.8
2017-05-22T00:00:00,,,,,1.0,0.25,0.9
2017-05-23T00:00:00,1.17,0.6,1.0,,1.2,0.5,0.9
2017-05-24T00:00:00,2.14,0.5,,,1.0,0.5,0.8
2017-05-25T00:00:00,1.32,0.7,1.0,,0.9,0.25,0.7
2017-05-26T00:00:00,0.67,0.6,,,0.8,0.25,0.8
2017-05-27T00:00:00,0.95,,,,1.6,0.6,0.7
2017-05-28T00:00:00,0.76,,,,0.8,0.25,0.7
2017-05-29T00:00:00,0.96,,0.95,,0.6,0.25,0.7
2017-05-30T00:00:00,1.29,,,,0.7,0.25,0.9
2017-05-31T00:00:00,,0.8,,,0.7,0.5,0.25
2017-06-01T00:00:00,,0.9,0.38,0.26,1.0,0.25,0.6
2017-06-02T00:00:00,,1.1,,0.26,0.6,0.25,0.8
2017-06-03T00:00:00,,1.1,,0.26,0.7,0.5,0.7
2017-06-04T00:00:00,,,0.38,0.26,0.7,0.6,1.0
2017-06-05T00:00:00,,,,0.26,1.2,0.25,0.6
2017-06-06T00:00:00,,,0.38,0.26,0.9,0.25,0.5
2017-06-07T00:00:00,,0.7,,0.26,1.6,0.5,0.5
2017-06-08T00:00:00,,,,,2.8,0.5,0.25
2017-06-09T00:00:00,,,0.79,,0.7,0.25,0.8
2017-06-10T00:00:00,,,,,0.7,0.6,0.9
2017-06-11T00:00:00,,,,,0.6,0.25,0.6
2017-06-12T00:00:00,,,0.38,,0.25,0.25,0.6
2017-06-13T00:00:00,0.93,,,,0.25,0.25,0.6
2017-06-14T00:00:00,0.61,0.3,0.39,,0.6,0.25,0.25
2017-06-15T00:00:00,0.48,0.3,,,0.5,0.25,0.7
2017-06-16T00:00:00,0.71,,,,0.9,0.25,0.5
2017-06-17T00:00:00,1.05,,0.38,,0.6,0.5,0.7
2017-06-18T00:00:00,1.03,,,,0.6,0.25,
2017-06-19T00:00:00,0.95,,,,0.8,0.25,
2017-06-20T00:00:00,1.15,,0.38,,0.5,0.25,0.25
2017-06-21T00:00:00,,,,,0.5,0.25,0.25
2017-06-22T00:00:00,,,0.38,,0.7,0.25,0.6
2017-06-23T00:00:00,,,,,0.9,0.25,0.7
2017-06-24T00:00:00,,,,,0.8,0.9,0.25
2017-06-25T00:00:00,,,,,0.6,0.25,0.25
2017-06-26T00:00:00,,0.2,0.38,,0.25,0.25,0.25
2017-06-27T00:00:00,0.76,0.2,,,0.6,0.25,0.5
2017-06-28T00:00:00,0.73,0.2,,,0.5,0.25,0.5
2017-06-29T00:00:00,0.89,0.2,0.38,,0.6,0.25,0.5
2017-06-30T00:00:00,0.9,,,,0.7,0.25,0.25
2017-07-01T00:00:00,1.06,,,,0.7,0.25,0.25
2017-07-02T00:00:00,1.07,,0.8,,0.25,0.25,0.25
2017-07-03T00:00:00,1.17,,,,0.25,0.25,0.5
2017-07-04T00:00:00,0.9,0.3,0.82,,0.25,0.25,
2017-07-05T00:00:00,,0.2,,,0.7,0.25,0.7
2017-07-06T00:00:00,,0.7,,,0.8,0.25,0.9
2017-07-07T00:00:00,,0.7,0.93,,1.0,0.5,0.9
2017-07-08T00:00:00,,,,,0.8,0.25,0.9
2017-07-09T00:00:00,,,,,0.5,0.25,0.5
2017-07-10T00:00:00,,,0.39,,0.6,0.25,0.5
2017-07-11T00:00:00,0.7,0.7,,,0.8,0.25,0.8
2017-07-12T00:00:00,0.8,0.4,,,0.5,0.5,0.5
2017-07-13T00:00:00,0.6,0.7,0.38,,0.5,0.7,0.5
2017-07-14T00:00:00,0.5,0.5,,,0.9,0.25,0.7
2017-07-15T00:00:00,0.9,,0.38,,0.7,0.5,0.9
2017-07-16T00:00:00,0.6,,,,0.5,0.25,0.5
2017-07-17T00:00:00,0.9,,,,0.6,0.25,0.5
2017-07-18T00:00:00,0.4,,0.38,0.26,0.5,0.6,0.7
2017-07-19T00:00:00,,,,0.26,0.7,0.25,0.7
2017-07-20T00:00:00,,,,0.26,0.5,0.25,0.6
2017-07-21T00:00:00,,,0.38,0.26,0.6,0.5,0.9
2017-07-22T00:00:00,,,,0.26,0.5,,0.6
2017-07-23T00:00:00,,,,0.26,0.6,,0.8
2017-07-24T00:00:00,,,0.38,0.26,0.6,,0.8
2017-07-25T00:00:00,0.8,0.6,,,0.5,,0.9
2017-07-26T00:00:00,0.8,0.6,0.81,,0.6,,0.6
2017-07-27T00:00:00,1.1,0.6,,,1.1,0.25,0.8
2017-07-28T00:00:00,0.8,0.7,,,1.2,0.5,0.8
2017-07-29T00:00:00,0.8,,0.38,,0.6,0.6,0.7
2017-07-30T00:00:00,1.2,,,,0.6,0.25,0.5
2017-07-31T00:00:00,1.0,,,,0.5,0.25,0.7
2017-08-01T00:00:00,1.2,1.0,0.38,,0.8,0.6,0.9
2017-08-02T00:00:00,,1.3,,,0.6,0.5,0.6
2017-08-03T00:00:00,,0.6,1.1,,0.8,0.25,0.7
2017-08-04T00:00:00,,1.0,,,0.7,0.25,0.5
2017-08-05T00:00:00,,,,,0.7,0.5,0.6
2017-08-06T00:00:00,,,1.3,,0.5,0.25,0.25
2017-08-07T00:00:00,,,,,0.25,0.25,0.6
2017-08-08T00:00:00,,,,,0.5,0.25,0.25
2017-08-09T00:00:00,1.1,0.7,1.4,,0.9,0.5,0.8
2017-08-10T00:00:00,1.4,0.8,,,1.0,0.25,0.9
2017-08-11T00:00:00,1.2,0.5,,,1.3,0.25,0.7
2017-08-12T00:00:00,1.1,0.9,0.82,,0.7,0.25,0.6
2017-08-13T00:00:00,0.6,,,,0.6,0.5,0.5
2017-08-14T00:00:00,0.7,,,,0.7,0.25,0.7
2017-08-15T00:00:00,0.7,,,,0.6,0.25,0.25
2017-08-16T00:00:00,1.3,0.6,0.38,,0.9,0.25,0.9
2017-08-17T00:00:00,,0.7,,,0.7,0.5,0.9
2017-08-18T00:00:00,,0.7,0.38,,0.6,0.5,1.0
2017-08-19T00:00:00,,,,,0.8,0.7,0.8
2017-08-20T00:00:00,,,,,0.5,0.25,0.8
2017-08-21T00:00:00,,0.6,0.38,,0.8,0.25,0.7
2017-08-22T00:00:00,0.2,0.6,,,1.0,0.25,0.9
2017-08-23T00:00:00,0.5,0.9,,,1.2,0.6,0.9
2017-08-24T00:00:00,0.9,1.1,0.38,,1.2,0.5,0.8
2017-08-25T00:00:00,1.3,,,,0.9,0.25,0.7
2017-08-26T00:00:00,0.4,1.1,,,0.9,0.25,0.8
2017-08-27T00:00:00,1.4,0.5,,,1.3,0.25,0.8
2017-08-28T00:00:00,0.7,0.8,0.37,,1.1,0.25,1.0
2017-08-29T00:00:00,1.2,1.1,,,1.0,0.9,0.8
2017-08-30T00:00:00,,1.6,0.98,0.26,1.0,0.7,0.9
2017-08-31T00:00:00,,1.5,,0.26,0.9,0.6,1.0
2017-09-01T00:00:00,,0.6,0.38,0.26,0.9,0.7,1.0
2017-09-02T00:00:00,,0.7,,0.26,0.6,0.25,0.7
2017-09-03T00:00:00,,,,0.26,0.5,0.25,0.7
2017-09-04T00:00:00,,0.6,0.38,0.26,0.9,0.25,1.0
2017-09-05T00:00:00,,0.8,,,0.9,0.7,1.2
2017-09-06T00:00:00,,0.6,0.38,,1.2,0.7,1.1
2017-09-07T00:00:00,,0.7,,,1.4,1.0,1.5
2017-09-08T00:00:00,,,,,1.2,0.9,0.8
2017-09-09T00:00:00,,,0.84,,1.3,0.6,1.2
2017-09-10T00:00:00,,,,,1.4,0.6,1.0
2017-09-11T00:00:00,,,,,1.0,0.25,1.1
2017-09-12T00:00:00,1.2,,0.38,,1.0,1.1,0.8
2017-09-13T00:00:00,0.9,,,,0.9,0.9,0.6
2017-09-14T00:00:00,0.7,0.4,0.93,,0.9,0.25,0.6
2017-09-15T00:00:00,0.9,,,,1.3,1.1,1.0
2017-09-16T00:00:00,2.0,,,,1.7,1.2,1.4
2017-09-17T00:00:00,2.7,,1.4,,1.0,,1.0
2017-09-18T00:00:00,1.0,2.0,,,1.9,,1.0
2017-09-19T00:00:00,1.6,1.1,1.0,,2.6,,1.5
2017-09-20T00:00:00,,0.7,,,3.8,1.2,2.4
2017-09-21T00:00:00,,1.1,2.0,,2.3,0.5,1.4
2017-09-22T00:00:00,,,,,3.3,1.4,2.1
2017-09-23T00:00:00,,,,,1.9,0.8,1.8
2017-09-24T00:00:00,,,,,1.9,0.8,1.3
2017-09-25T00:00:00,,1.3,0.38,,1.9,0.8,1.3
2017-09-26T00:00:00,1.2,2.3,,,1.6,1.8,1.4
2017-09-27T00:00:00,1.1,,,,1.2,0.6,1.2
2017-09-28T00:00:00,1.3,,1.9,,1.8,0.8,1.8
2017-09-29T00:00:00,1.4,,,,2.1,1.4,1.6
2017-09-30T00:00:00,1.7,,,,2.0,1.1,1.7
2017-10-01T00:00:00,1.4,,,,2.3,1.4,1.5
2017-10-02T00:00:00,1.6,,1.2,,2.0,1.3,1.3
2017-10-03T00:00:00,1.8,,,,1.5,0.6,0.5
2017-10-04T00:00:00,,,,,1.6,0.25,0.7
2017-10-05T00:00:00,,,1.7,,3.0,0.7,1.2
2017-10-06T00:00:00,,1.0,,,3.2,0.9,1.5
2017-10-07T00:00:00,,1.4,,,1.9,0.7,1.1
2017-10-08T00:00:00,,,1.6,,1.9,0.25,1.0
2017-10-09T00:00:00,,,,,1.6,0.5,1.3
2017-10-10T00:00:00,1.1,,1.1,,,1.1,1.4
2017-10-11T00:00:00,1.2,1.8,,,,0.5,1.3
2017-10-12T00:00:00,1.0,,,1.287,1.8,0.25,0.7
2017-10-13T00:00:00,0.5,,1.3,1.287,2.1,1.0,1.3
2017-10-14T00:00:00,0.8,,,1.287,1.6,0.5,1.3
2017-10-15T00:00:00,0.7,,,1.287,3.3,0.7,1.4
2017-10-16T00:00:00,1.1,2.9,1.6,1.287,1.8,0.9,1.5
2017-10-17T00:00:00,1.3,4.6,,1.287,2.4,1.3,1.6
2017-10-18T00:00:00,,4.5,2.8,1.287,2.4,0.9,1.7
2017-10-19T00:00:00,,4.6,,,3.2,0.6,1.9
2017-10-20T00:00:00,,,,,3.3,1.8,1.7
2017-10-21T00:00:00,,,0.95,,3.9,2.3,2.6
2017-10-22T00:00:00,,,,,3.1,1.4,1.5
2017-10-23T00:00:00,,1.1,1.8,,3.1,1.0,1.8
2017-10-24T00:00:00,,1.6,,,3.3,2.3,1.8
2017-10-25T00:00:00,,,,,2.5,1.2,1.6
2017-10-26T00:00:00,,,1.8,,1.7,0.5,1.2
2017-10-27T00:00:00,,1.0,,,1.3,0.7,1.5
2017-10-28T00:00:00,,0.6,,,1.1,0.25,1.1
2017-10-29T00:00:00,,,,,0.6,0.25,0.8
2017-10-30T00:00:00,,,2.6,,3.7,0.6,1.3
2017-10-31T00:00:00,0.6,,,,4.5,0.8,2.0
2017-11-01T00:00:00,1.2,,,,3.1,0.8,1.5
2017-11-02T00:00:00,1.3,2.2,2.0,,2.6,0.7,1.5
2017-11-03T00:00:00,1.1,4.7,,,4.8,1.1,2.3
2017-11-04T00:00:00,2.0,,,,4.5,2.7,2.0
2017-11-05T00:00:00,1.5,,3.0,,4.4,2.9,2.8
2017-11-06T00:00:00,2.6,2.4,,,5.3,2.4,4.6
2017-11-07T00:00:00,3.2,1.9,7.9,,8.2,1.7,4.3
2017-11-08T00:00:00,,3.0,,,5.6,1.6,2.1
2017-11-09T00:00:00,,4.2,,,6.4,1.4,2.7
2017-11-10T00:00:00,,,2.6,,3.6,1.6,1.9
2017-11-11T00:00:00,,0.8,,,2.6,0.9,1.2
2017-11-12T00:00:00,,,,,4.1,1.8,2.2
2017-11-13T00:00:00,,,2.4,,4.8,1.7,3.2
2017-11-14T00:00:00,1.1,,,,4.8,,1.8
2017-11-15T00:00:00,2.2,8.6,5.7,,3.9,1.3,1.8
2017-11-16T00:00:00,2.3,7.4,,1.436,5.1,2.5,2.7
2017-11-17T00:00:00,2.6,,,1.436,5.3,1.5,3.2
2017-11-18T00:00:00,3.3,,2.2,1.436,2.8,1.5,1.8
2017-11-19T00:00:00,1.6,,,1.436,2.9,0.9,1.2
2017-11-20T00:00:00,1.1,,,1.436,7.1,1.9,2.7
2017-11-21T00:00:00,2.1,,3.1,1.436,7.7,1.8,2.6
2017-11-22T00:00:00,,,,1.436,5.9,1.9,3.7
2017-11-23T00:00:00,,,6.5,,4.4,1.6,3.0
2017-11-24T00:00:00,,,,,4.5,2.1,2.4
2017-11-25T00:00:00,,,,,3.8,,2.8
2017-11-26T00:00:00,,,2.4,,4.3,1.9,1.6
2017-11-27T00:00:00,,,,,3.9,1.6,1.8
